City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
666,Sunrise Manor,US,36.2111,-115.0731,93.29,45,40,4.61,Thunderstorm
667,Galesong,ID,-5.3166,119.3661,75.22,87,77,7.52,Rain
668,Ouallam,NE,14.3188,2.0866,82.09,56,100,25.3,Clouds
669,Iracoubo,GF,5.4802,-53.2011,82.9,71,14,7.56,Clouds
670,Kamaishi,JP,39.2667,141.8833,75.4,83,38,3.87,Clouds
671,Akdepe,TM,42.0551,59.3788,87.89,32,95,13.06,Clouds
672,Santa Maria Del Oro,MX,25.9333,-105.3667,83.19,32,32,7.14,Clouds
673,Lerwick,GB,60.1545,-1.1494,55.4,73,0,9.55,Clear
674,Sibenik,HR,43.7272,15.9058,85.66,45,0,7.74,Clear
675,Severo-Yeniseyskiy,RU,60.3725,93.0408,57.18,91,100,5.82,Clouds
676,La Asuncion,VE,11.0333,-63.8628,83.93,74,100,23.02,Clouds
677,Pangody,RU,65.85,74.4859,48.88,81,5,9.06,Clear
678,Mudigere,IN,13.1333,75.6333,68.54,95,97,1.88,Clouds
679,Soderhamn,SE,61.3037,17.0592,67.95,63,31,7.85,Clouds
680,Bousso,TD,10.4795,16.7117,76.84,83,100,3.94,Rain
