City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Albanel,CA,2022-07-28 20:37:13,48.8832,-72.4487,75.34,83,100,5.75
295,Mezen,RU,2022-07-28 20:37:13,65.8522,44.24,59.99,95,77,3.24
296,Isangel,VU,2022-07-28 20:37:14,-19.55,169.2667,75.2,87,100,11.54
297,Yeniseysk,RU,2022-07-28 20:37:15,58.4497,92.1703,55.81,86,23,4.05
298,Half Moon Bay,US,2022-07-28 20:36:58,37.4636,-122.4286,79.11,71,75,18.41
299,Fairbanks,US,2022-07-28 20:34:42,64.8378,-147.7164,63.01,61,20,4.61
300,Lorengau,PG,2022-07-28 20:37:15,-2.0226,147.2712,81.1,81,60,14.65
301,San Carlos Del Zulia,VE,2022-07-28 20:37:16,9.0,-71.9135,84.74,72,73,6.53
302,Kantang,TH,2022-07-28 20:37:16,7.4054,99.5156,76.28,92,22,1.92
303,Poum,NC,2022-07-28 20:37:17,-20.2333,164.0167,71.11,76,14,9.95
304,Florence,IT,2022-07-28 20:37:17,43.7667,11.25,83.88,68,0,5.75
305,Buraydah,SA,2022-07-28 20:37:18,26.326,43.975,97.25,15,97,4.72
306,Salinopolis,BR,2022-07-28 20:37:18,-0.6136,-47.3561,80.01,80,71,9.51
307,Kjollefjord,NO,2022-07-28 20:38:19,70.9457,27.3465,50.05,87,75,8.05
308,Falun,SE,2022-07-28 20:38:19,60.6036,15.626,54.01,85,38,2.57
309,Santiago Del Estero,AR,2022-07-28 20:38:20,-27.7951,-64.2615,65.77,37,30,12.97
310,Mayahi,NE,2022-07-28 20:38:20,13.9553,7.6712,77.77,68,100,5.08
311,Aix-Les-Bains,FR,2022-07-28 20:38:21,45.6834,5.9224,78.28,54,0,3.44
312,Imeni Poliny Osipenko,RU,2022-07-28 20:38:21,52.4201,136.4853,65.26,87,100,1.48
313,Jumla,NP,2022-07-28 20:38:22,29.2747,82.1838,62.85,98,100,0.67
314,Vallenar,CL,2022-07-28 20:38:22,-28.5708,-70.7581,70.45,32,95,3.09
315,Severo-Kurilsk,RU,2022-07-28 20:38:23,50.6789,156.125,53.53,91,100,9.35
316,Panguna,PG,2022-07-28 20:38:23,-6.3164,155.4848,70.75,89,67,2.28
317,Esperance,AU,2022-07-28 20:38:24,-33.8667,121.9,57.02,83,16,12.57
318,Peniche,PT,2022-07-28 20:37:05,39.3558,-9.3811,68.29,88,0,17.18
319,Kabare,CD,2022-07-28 20:38:24,-2.4683,28.8242,63.19,86,88,1.14
320,Tecpan,GT,2022-07-28 20:38:25,14.7623,-90.9947,66.88,80,100,4.83
321,Kahului,US,2022-07-28 20:33:51,20.8947,-156.47,87.82,56,20,18.41
322,Abha,SA,2022-07-28 20:38:26,18.2164,42.5053,70.05,43,0,0.0
323,Svobodnyy,RU,2022-07-28 20:38:26,51.4,128.1333,67.12,98,81,4.99
324,Pemangkat,ID,2022-07-28 20:38:27,1.1667,108.9667,78.01,86,93,3.04
325,Bafoulabe,ML,2022-07-28 20:38:27,13.8065,-10.8321,81.63,75,70,5.14
326,Gubkinskiy,RU,2022-07-28 20:38:28,64.434,76.5026,59.47,65,21,5.57
327,Guanare,VE,2022-07-28 20:38:28,9.0418,-69.7421,84.22,74,98,3.44
328,Adelaide,AU,2022-07-28 20:38:18,-34.9333,138.6,49.15,78,100,7.0
329,Catamarca,AR,2022-07-28 20:38:29,-28.4696,-65.7852,59.77,55,23,19.69
330,Labuhan,ID,2022-07-28 20:38:29,-6.8844,112.2051,75.25,87,79,6.78
331,Akureyri,IS,2022-07-28 20:38:30,65.6835,-18.0878,57.13,54,75,10.36
332,Ust-Tsilma,RU,2022-07-28 20:38:30,65.441,52.1498,66.02,77,52,3.6
333,Ixtapa,MX,2022-07-28 20:38:31,20.7,-105.2,87.03,62,40,8.05
334,Prince Rupert,CA,2022-07-28 20:34:17,54.3161,-130.3201,64.49,87,0,16.11
335,Ontario,US,2022-07-28 20:38:32,34.0633,-117.6509,98.37,31,75,10.36
336,Kropotkin,RU,2022-07-28 20:38:32,45.4375,40.5756,72.84,48,0,2.21
337,Dromolaxia,CY,2022-07-28 20:38:33,34.8761,33.586,85.66,53,0,8.05
338,Xining,CN,2022-07-28 20:38:33,36.6167,101.7667,55.33,64,99,3.65
339,Cloquet,US,2022-07-28 20:38:34,46.7216,-92.4594,71.22,64,97,8.05
340,Taoudenni,ML,2022-07-28 20:38:34,22.6783,-3.9836,106.99,13,69,14.14
341,Sabha,LY,2022-07-28 20:37:16,27.0377,14.4283,88.23,13,1,9.98
342,Pimentel,PE,2022-07-28 20:38:35,-6.8367,-79.9342,68.29,68,0,18.41
343,Coihaique,CL,2022-07-28 20:38:35,-45.5752,-72.0662,46.35,57,75,12.66
344,Trincomalee,LK,2022-07-28 20:38:36,8.5711,81.2335,79.56,84,100,6.76
345,Astana,KZ,2022-07-28 20:38:36,51.1801,71.446,67.95,68,40,6.71
346,La Palma,US,2022-07-28 20:38:37,33.8464,-118.0467,95.95,59,40,10.36
347,Omboue,GA,2022-07-28 20:38:37,-1.5746,9.2618,71.49,85,93,6.24
348,Saint-Denis,FR,2022-07-28 20:38:38,48.9167,2.3333,74.14,41,0,8.05
349,Jablah,SY,2022-07-28 20:38:38,35.3614,35.9256,80.74,57,0,1.39
350,Mecca,SA,2022-07-28 20:38:39,21.4267,39.8261,91.58,29,93,4.05
351,Antofagasta,CL,2022-07-28 20:38:34,-23.65,-70.4,58.28,81,43,9.57
352,Thomasville,US,2022-07-28 20:39:39,35.8826,-80.082,96.31,36,80,7.74
353,Aripuana,BR,2022-07-28 20:35:58,-9.1667,-60.6333,92.08,28,3,0.11
354,Eureka,US,2022-07-28 20:39:40,40.8021,-124.1637,74.19,73,68,5.99
355,Zaysan,KZ,2022-07-28 20:39:41,47.4667,84.8667,75.2,43,64,13.85
356,Sovetskaya Gavan,RU,2022-07-28 20:39:41,48.9723,140.2878,62.55,93,96,1.07
357,Challapata,BO,2022-07-28 20:39:41,-18.9,-66.7667,57.06,19,80,4.72
358,Magadan,RU,2022-07-28 20:36:34,59.5667,150.8,52.54,99,100,6.17
359,Vestmannaeyjar,IS,2022-07-28 20:39:42,63.4427,-20.2734,50.04,76,98,8.28
360,Parit Buntar,MY,2022-07-28 20:39:43,5.1267,100.4932,80.94,93,70,3.0
361,Waipawa,NZ,2022-07-28 20:39:43,-41.4122,175.5153,47.48,85,41,2.28
362,Charleston,US,2022-07-28 20:36:23,32.7766,-79.9309,94.32,71,0,11.5
363,Cayenne,GF,2022-07-28 20:37:17,4.9333,-52.3333,84.09,4,75,6.91
364,Bela,IN,2022-07-28 20:39:44,25.9333,81.9833,83.86,75,100,4.54
365,Tikrit,IQ,2022-07-28 20:39:44,34.6071,43.6782,95.13,10,0,11.86
366,Broken Hill,AU,2022-07-28 20:39:45,-31.95,141.4333,43.95,53,100,5.97
367,Qingdao,CN,2022-07-28 20:39:45,36.0986,120.3719,76.6,94,0,4.47
368,Cabo San Lucas,MX,2022-07-28 20:39:46,22.8909,-109.9124,94.6,53,20,7.0
369,Newport News,US,2022-07-28 20:39:47,36.9788,-76.428,96.98,57,75,12.66
370,Timmins,CA,2022-07-28 20:39:47,48.4669,-81.3331,66.02,72,75,4.61
371,Norman Wells,CA,2022-07-28 20:39:48,65.282,-126.8329,64.44,48,40,0.0
372,Soto La Marina,MX,2022-07-28 20:39:48,23.7667,-98.2167,95.77,36,36,21.54
373,Bandarbeyla,SO,2022-07-28 20:39:49,9.4942,50.8122,76.28,83,71,27.0
374,Kralendijk,BQ,2022-07-28 20:39:49,12.15,-68.2667,85.98,70,75,20.71
375,Fare,PF,2022-07-28 20:39:49,-16.7,-151.0167,79.18,72,0,24.45
376,Pinawa,CA,2022-07-28 20:39:50,50.1489,-95.8811,64.99,76,100,9.35
377,Nha Trang,VN,2022-07-28 20:39:50,12.25,109.1833,78.8,88,68,4.14
378,Gainesville,US,2022-07-28 20:36:49,29.6516,-82.3248,94.91,60,100,5.75
379,Santa Cruz Do Sul,BR,2022-07-28 20:39:51,-29.7175,-52.4258,66.49,91,100,9.69
380,Auki,SB,2022-07-28 20:39:52,-8.7676,160.7034,79.27,80,58,4.59
381,Yulara,AU,2022-07-28 20:39:52,-25.2406,130.9889,47.35,35,93,7.9
382,Talnakh,RU,2022-07-28 20:35:50,69.4865,88.3972,47.21,75,0,7.92
383,Fredericksburg,US,2022-07-28 20:36:44,38.3032,-77.4605,89.62,68,0,14.97
384,Lithakia,GR,2022-07-28 20:39:53,37.7167,20.8333,85.28,58,0,3.44
385,Makakilo City,US,2022-07-28 20:39:54,21.3469,-158.0858,82.15,55,75,8.05
386,Abonnema,NG,2022-07-28 20:39:54,4.7084,6.7931,73.22,93,100,3.89
387,Walvis Bay,NA,2022-07-28 20:39:55,-22.9575,14.5053,53.1,87,24,4.61
388,East Wenatchee Bench,US,2022-07-28 20:39:55,47.4257,-120.2812,105.58,19,0,6.91
389,Ayan,RU,2022-07-28 20:39:55,56.45,138.1667,58.23,91,52,4.16
390,Clarence Town,AU,2022-07-28 20:39:56,-32.5833,151.7833,52.86,79,98,3.76
391,Dunda,TZ,2022-07-28 20:39:57,-8.1167,34.25,60.58,65,14,2.71
392,Porbandar,IN,2022-07-28 20:39:57,21.6422,69.6093,80.8,80,99,10.18
393,San Cristobal,VE,2022-07-28 20:39:58,7.7669,-72.225,75.38,70,99,5.79
394,San Patricio,US,2022-07-28 20:39:58,28.017,-97.5169,100.17,44,74,18.54
395,Manokwari,ID,2022-07-28 20:39:58,-0.8667,134.0833,78.01,78,100,2.64
396,Puerto Leguizamo,CO,2022-07-28 20:39:59,-0.1934,-74.7819,78.08,78,77,2.42
397,Frontignan,FR,2022-07-28 20:39:59,43.4485,3.754,75.97,52,64,5.3
398,Narsaq,GL,2022-07-28 20:40:00,60.9167,-46.05,61.02,61,38,5.08
399,Tulsipur,NP,2022-07-28 20:40:00,28.131,82.2973,73.85,90,100,2.75
400,Caluquembe,AO,2022-07-28 20:41:01,-13.7833,14.6833,57.07,59,10,4.03
401,Aklavik,CA,2022-07-28 20:41:02,68.2191,-135.0107,51.8,82,100,0.0
402,Birganj,NP,2022-07-28 20:41:02,27.0104,84.8774,81.46,77,71,4.36
403,San Vicente,AR,2022-07-28 20:41:03,-26.6167,-54.1333,71.22,57,100,3.58
404,Kamakwie,SL,2022-07-28 20:41:03,9.5,-12.2333,72.7,97,73,6.58
405,Dingle,PH,2022-07-28 20:41:04,10.9995,122.6711,77.74,90,100,7.56
406,Upernavik,GL,2022-07-28 20:41:04,72.7868,-56.1549,43.27,69,100,5.3
407,Dongsheng,CN,2022-07-28 20:41:05,39.8161,109.9776,69.46,54,88,15.5
408,Leh,IN,2022-07-28 20:41:06,34.1667,77.5833,58.87,76,99,3.71
409,Asau,RO,2022-07-28 20:41:06,46.4333,26.4,70.72,87,100,2.8
410,Umba,RU,2022-07-28 20:41:06,66.6871,34.3429,53.4,79,96,15.41
411,Saint-Pierre,RE,2022-07-28 20:41:07,-21.3393,55.4781,67.91,78,75,6.91
412,Redcliffe,AU,2022-07-28 20:41:07,-27.2307,153.0973,51.44,59,0,10.36
413,Saint-Leu,RE,2022-07-28 20:41:08,-21.15,55.2833,67.32,75,65,1.95
414,Bakal,RU,2022-07-28 20:41:08,54.9417,58.8083,49.3,95,96,2.15
415,Jieshi,CN,2022-07-28 20:41:09,22.8134,115.8257,83.79,79,100,3.02
416,Fayaoue,NC,2022-07-28 20:41:09,-20.65,166.5333,72.61,72,3,19.98
417,Thaton,MM,2022-07-28 20:41:10,16.9206,97.3714,79.79,86,48,1.99
418,Eau Claire,US,2022-07-28 20:40:54,44.8114,-91.4985,76.15,48,100,12.66
419,Palmares Do Sul,BR,2022-07-28 20:41:11,-30.2578,-50.5097,63.07,98,100,8.9
420,Saint-Prosper,CA,2022-07-28 20:41:11,46.2117,-70.4811,79.09,72,98,6.08
421,Ternate,ID,2022-07-28 20:41:12,0.8,127.4,79.48,80,86,4.59
422,Fremont,US,2022-07-28 20:37:29,37.5483,-121.9886,91.2,53,20,13.8
423,Mairana,BO,2022-07-28 20:41:13,-18.1167,-63.9333,68.04,59,29,5.44
424,Maldonado,UY,2022-07-28 20:41:13,-34.6667,-54.9167,49.23,80,97,14.94
425,Pacific Grove,US,2022-07-28 20:37:00,36.6177,-121.9166,81.39,86,40,11.5
426,Amazar,RU,2022-07-28 20:41:14,53.858,120.875,57.25,98,12,2.68
427,Senneterre,CA,2022-07-28 20:41:14,48.3835,-77.2328,58.39,94,100,4.18
428,Ryazan,RU,2022-07-28 20:41:15,54.6197,39.74,64.36,90,100,3.2
429,Guane,CU,2022-07-28 20:41:15,22.2025,-84.0875,92.03,46,24,10.67
430,Qaqortoq,GL,2022-07-28 20:41:17,60.7167,-46.0333,47.23,71,40,4.97
431,Ambatofinandrahana,MG,2022-07-28 20:41:17,-20.55,46.8,55.51,87,82,6.26
432,Ucluelet,CA,2022-07-28 20:41:18,48.9329,-125.5528,66.51,77,38,9.19
433,Sawai Madhopur,IN,2022-07-28 20:41:19,25.9833,76.3667,79.39,81,98,4.68
434,Klaksvik,FO,2022-07-28 20:41:19,62.2266,-6.589,52.72,92,88,14.88
435,Niquero,CU,2022-07-28 20:41:20,20.0431,-77.5828,85.82,60,23,9.57
436,Sydney,AU,2022-07-28 20:38:23,-33.8679,151.2073,51.28,72,20,17.27
437,Ouallam,NE,2022-07-28 20:41:20,14.3188,2.0866,88.25,51,95,14.18
438,Marsa Matruh,EG,2022-07-28 20:41:21,31.3525,27.2453,79.0,78,0,4.61
439,Japura,ID,2022-07-28 20:41:21,-0.3167,102.35,74.77,97,91,2.8
440,The Valley,AI,2022-07-28 20:37:13,18.217,-63.0578,87.66,73,0,16.02
441,Belyy,RU,2022-07-28 20:41:22,55.8402,32.9419,53.73,87,41,4.23
442,Mokhsogollokh,RU,2022-07-28 20:41:23,61.4681,128.9203,70.99,67,23,2.28
443,Honiara,SB,2022-07-28 20:42:23,-9.4333,159.95,79.25,83,29,6.29
444,Omsukchan,RU,2022-07-28 20:42:24,62.5333,155.8,50.14,69,100,4.5
445,Flagstaff,US,2022-07-28 20:42:24,35.1981,-111.6513,76.66,67,75,8.05
446,Lerwick,GB,2022-07-28 20:42:25,60.1545,-1.1494,55.4,82,100,9.1
447,Ugoofaaru,MV,2022-07-28 20:42:25,5.6667,73.0,81.45,78,69,16.53
448,Sayyan,YE,2022-07-28 20:42:26,15.1718,44.3244,64.53,54,94,3.83
449,Aguimes,ES,2022-07-28 20:42:26,27.9054,-15.4461,71.85,66,20,29.93
450,Pochutla,MX,2022-07-28 20:42:27,15.7432,-96.4661,87.82,71,77,5.99
451,Villa Carlos Paz,AR,2022-07-28 20:42:27,-31.4241,-64.4978,64.38,10,0,1.99
452,Batemans Bay,AU,2022-07-28 20:42:27,-35.7167,150.1833,42.46,89,71,5.03
453,Ratnagiri,IN,2022-07-28 20:42:28,16.9833,73.3,79.86,91,50,7.38
454,Kangaatsiaq,GL,2022-07-28 20:42:28,68.3065,-53.4641,40.62,89,90,7.99
455,Wakkanai,JP,2022-07-28 20:42:29,45.4094,141.6739,66.29,88,99,3.89
456,Rumphi,MW,2022-07-28 20:42:29,-11.0186,33.8575,61.03,72,83,3.38
457,Gushikawa,JP,2022-07-28 20:42:30,26.3544,127.8686,82.4,87,0,5.75
458,Lata,PT,2022-07-28 20:42:30,40.1629,-8.3327,60.96,90,0,4.25
459,Mizdah,LY,2022-07-28 20:42:31,31.4451,12.9801,82.51,34,8,9.28
460,Nalut,LY,2022-07-28 20:42:31,30.3333,10.85,93.54,15,65,9.22
461,Canutama,BR,2022-07-28 20:42:32,-6.5339,-64.3831,94.82,28,0,1.88
462,Avila,ES,2022-07-28 20:42:33,40.5833,-5.0,68.99,42,7,3.49
463,Anito,PH,2022-07-28 20:42:33,12.4497,125.2886,80.33,84,100,9.75
464,Panjab,AF,2022-07-28 20:42:34,34.388,67.0233,59.4,53,6,5.26
465,Taltal,CL,2022-07-28 20:42:34,-25.4,-70.4833,63.5,71,98,4.52
466,Edd,ER,2022-07-28 20:42:34,13.9297,41.6925,92.57,60,93,8.63
467,Billings,US,2022-07-28 20:42:35,45.7833,-108.5007,90.66,34,20,7.0
468,Sept-Iles,CA,2022-07-28 20:38:57,50.2001,-66.3821,66.72,83,20,17.27
469,Lomovka,RU,2022-07-28 20:42:36,53.9194,58.3672,50.58,95,90,3.67
470,Vostok,RU,2022-07-28 20:42:36,46.4856,135.8833,67.59,90,100,2.44
471,Hobyo,SO,2022-07-28 20:42:37,5.3505,48.5268,75.65,87,62,24.2
472,Copperas Cove,US,2022-07-28 20:42:37,31.1241,-97.9031,98.28,30,40,13.8
473,Itarema,BR,2022-07-28 20:42:38,-2.9248,-39.9167,78.8,74,47,15.73
474,Ketchikan,US,2022-07-28 20:42:38,55.3422,-131.6461,72.07,56,0,10.36
475,Preobrazheniye,RU,2022-07-28 20:42:39,42.9019,133.9064,69.03,93,100,4.68
476,Emerald,AU,2022-07-28 20:42:39,-23.5333,148.1667,42.35,84,0,9.42
477,Kidal,ML,2022-07-28 20:42:40,18.4411,1.4078,81.21,58,89,21.41
478,Ranong,TH,2022-07-28 20:42:40,9.9658,98.6348,77.92,88,21,1.23
479,Atar,MR,2022-07-28 20:42:40,20.5169,-13.0499,101.43,12,0,3.51
480,Melilla,ES,2022-07-28 20:42:41,35.2937,-2.9383,80.8,73,0,3.44
481,Concepcion Del Oro,MX,2022-07-28 20:42:41,24.6333,-101.4167,71.58,40,99,7.63
482,Humberto De Campos,BR,2022-07-28 20:42:42,-2.5983,-43.4611,77.38,85,69,5.1
483,Ilo,PE,2022-07-28 20:42:42,-17.6394,-71.3375,63.46,72,75,13.8
484,Verkhnyaya Tura,RU,2022-07-28 20:42:43,58.3594,59.8175,53.47,90,88,3.29
485,The Pas,CA,2022-07-28 20:42:43,53.8251,-101.2541,75.22,29,0,3.44
486,George,ZA,2022-07-28 20:42:44,-33.963,22.4617,61.12,49,0,7.52
487,North Platte,US,2022-07-28 20:40:05,41.1239,-100.7654,78.69,44,75,4.61
488,Senno,RU,2022-07-28 20:43:45,59.5336,33.9167,56.26,96,76,2.73
489,Havelock,US,2022-07-28 20:43:45,34.8791,-76.9013,94.05,78,0,10.36
490,Natal,BR,2022-07-28 20:43:46,-5.795,-35.2094,84.42,65,20,18.41
491,Murighiol,RO,2022-07-28 20:43:46,45.0333,29.1667,75.69,68,0,4.34
492,Suzdal,RU,2022-07-28 20:43:47,56.4281,40.4414,63.79,96,98,5.97
493,Gonc,HU,2022-07-28 20:43:47,48.4667,21.2833,73.15,73,3,6.78
494,Santa Fe,AR,2022-07-28 20:43:48,-31.6333,-60.7,66.0,29,0,8.99
495,Dali,CN,2022-07-28 20:43:48,25.7,100.1833,63.48,91,99,1.95
496,Vagur,FO,2022-07-28 20:43:49,61.4732,-6.8119,52.38,89,18,13.49
497,Valday,RU,2022-07-28 20:43:49,57.9747,33.2525,54.14,90,73,4.7
498,Miri,MY,2022-07-28 20:43:50,4.4148,114.0089,75.34,100,20,1.14
499,Sibolga,ID,2022-07-28 20:43:50,1.7427,98.7792,75.94,91,100,2.62
500,Tilichiki,RU,2022-07-28 20:43:51,60.4667,166.1,47.57,76,100,7.0
501,Roald,NO,2022-07-28 20:43:51,62.5833,6.1333,55.99,82,0,13.8
502,Cardonal,MX,2022-07-28 20:43:52,20.6,-99.1333,71.55,52,75,13.0
503,Adrar,MR,2022-07-28 20:43:52,20.5022,-10.0711,102.09,7,3,6.82
504,Saldanha,ZA,2022-07-28 20:43:53,-33.0117,17.9442,59.05,87,22,11.45
505,Sargur,IN,2022-07-28 20:43:53,11.9833,76.4167,72.75,88,94,3.53
506,Acaxochitlan,MX,2022-07-28 20:43:54,20.1667,-98.2,64.8,74,56,8.46
507,Kasongo,CD,2022-07-28 20:43:54,-4.45,26.6667,78.73,38,98,2.53
508,Nikolayevka,RU,2022-07-28 20:43:55,53.1257,47.2041,65.12,83,2,1.07
509,Paldiski,EE,2022-07-28 20:43:55,59.3567,24.0531,62.85,67,0,9.22
510,Tianpeng,CN,2022-07-28 20:43:56,30.9866,103.9393,75.67,75,3,2.91
511,Falam,MM,2022-07-28 20:43:56,22.9167,93.6833,61.9,96,26,2.42
512,Mejorada Del Campo,ES,2022-07-28 20:43:57,40.3928,-3.4819,91.72,22,0,11.5
513,Tarauaca,BR,2022-07-28 20:43:57,-8.1614,-70.7656,84.79,56,88,2.93
514,Sorland,NO,2022-07-28 20:43:58,67.667,12.6934,53.46,77,48,15.28
515,Obera,AR,2022-07-28 20:41:23,-27.4871,-55.1199,65.21,83,100,6.85
516,Darlawn,IN,2022-07-28 20:43:59,24.0167,92.9,67.96,98,96,2.37
517,Riyadh,SA,2022-07-28 20:43:08,24.6877,46.7219,93.34,35,100,3.27
518,Puerto Madero,MX,2022-07-28 20:43:59,14.7208,-92.4215,83.03,72,100,6.4
519,San Quintin,MX,2022-07-28 20:44:00,30.4833,-115.95,74.52,65,11,13.31
520,Anadyr,RU,2022-07-28 20:44:00,64.75,177.4833,52.3,81,40,13.42
521,Saint-Georges,GD,2022-07-28 20:44:01,12.0564,-61.7485,85.68,66,20,18.41
522,Suntar,RU,2022-07-28 20:44:01,62.1444,117.6319,67.71,79,2,4.52
523,Storforshei,NO,2022-07-28 20:44:02,66.4043,14.5233,51.58,76,75,2.3
524,Victoria,HK,2022-07-28 20:43:59,22.2855,114.1577,87.33,81,100,4.0
525,Chipinge,ZW,2022-07-28 20:44:03,-20.1883,32.6236,48.31,72,0,4.47
526,Chokurdakh,RU,2022-07-28 20:44:03,70.6333,147.9167,51.17,44,100,13.02
527,Seguela,CI,2022-07-28 20:44:04,7.9611,-6.6731,71.33,86,48,4.81
528,Orje,NO,2022-07-28 20:44:04,59.4802,11.6602,56.14,70,12,1.14
529,Wahpeton,US,2022-07-28 20:44:05,46.2652,-96.6059,75.22,43,75,11.5
530,Hibbing,US,2022-07-28 20:44:05,47.4272,-92.9377,67.57,88,75,8.05
531,La Mana,EC,2022-07-28 20:44:06,-0.9333,-79.2167,81.73,69,93,1.23
532,Dehloran,IR,2022-07-28 20:44:06,32.6941,47.2679,96.33,20,4,7.25
533,Sioux Lookout,CA,2022-07-28 20:45:07,50.1001,-91.917,60.87,77,75,9.22
534,Iskateley,RU,2022-07-28 20:45:07,67.6803,53.1512,64.13,96,98,3.98
535,Navirai,BR,2022-07-28 20:45:08,-23.065,-54.1906,78.85,35,46,3.44
